"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: Repo Market Rates","06-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.09","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","05-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","21.12","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","04-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.32","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","03-Apr-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.85","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","31-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.88","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","30-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.65","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","29-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.57","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","28-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.54","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","27-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.74","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","22-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","20.48","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","21-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.96","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","20-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.66","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","17-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.63","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","16-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.34","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","15-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.41","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","14-Mar-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","19.33","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
