"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","1470","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","26163","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","156012","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","24636","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","275159","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Jan-2022","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1358190","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1594176","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","709","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","2467","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","29295","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","118666","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","23982","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","132811","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Dec-2021","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1286246","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","1802702","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","1325","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","3582","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","36928","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","102263","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","21505","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","140633","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","30-Nov-2021","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1496466","Metric Ton","Normal","","80","POL sales to Transport"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_001000",". Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Trans etc)","2058025","Metric Ton","Normal","","10","Overall POL sales to various sectors (Agri, Govt, Ind, Pow, Transp etc)"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_002000","......1 POL sales to Agriculture","906","Metric Ton","Normal","","20","POL sales to Agriculture"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_003000","......2 POL sales to Domestic","3643","Metric Ton","Normal","","30","POL sales to Domestic"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_004000","......3 POL sales to Government","31500","Metric Ton","Normal","","40","POL sales to Government"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_005000","......4 POL sales to Industry","122311","Metric Ton","Normal","","50","POL sales to Industry"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_006000","......5 POL sales to Overseas","16459","Metric Ton","Normal","","60","POL sales to Overseas"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_007000","......6 POL sales to Power Sector","294699","Metric Ton","Normal","","70","POL sales to Power Sector"
"POL Sales by Sector","31-Oct-2021","TS_GP_RLS_POLSALE_M.P_008000","......7 POL sales to Transport","1588507","Metric Ton","Normal","","80","POL sales to Transport"
