series_name,date,trade_type,value,series_name2
Mineral Products,2006-05-31,exports,74253.049,Mineral Products
Products of Chemical or Allied Industries,2006-05-31,exports,21959.432,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-05-31,exports,35202.826,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-05-31,exports,75391.86,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2006-05-31,exports,836.646,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-05-31,exports,4814.985,Other
Textiles and Textile articles,2006-05-31,exports,814629.239,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-05-31,exports,10622.718,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-05-31,exports,5590.39,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-05-31,exports,1319.135,Other
Base Metals and articles or Base Metal,2006-05-31,exports,26868.156,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-05-31,exports,20666.283,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-05-31,exports,3385.458,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-05-31,exports,22347.914,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-05-31,exports,898.323,Other
Miscellaneous Manufactured articles,2006-05-31,exports,45092.707,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-05-31,exports,1023.258,Other
Live Animals and Animals Products,2006-04-30,exports,21137.564,Live Animals and Animals Products
Vegetable Products,2006-04-30,exports,138583.226,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2006-04-30,exports,8348.734,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2006-04-30,exports,26757.243,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2006-04-30,exports,91288.09,Mineral Products
Products of Chemical or Allied Industries,2006-04-30,exports,28609.109,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-04-30,exports,33484.753,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-04-30,exports,67618.25,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2006-04-30,exports,812.315,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-04-30,exports,4102.459,Other
Textiles and Textile articles,2006-04-30,exports,769985.553,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-04-30,exports,10324.44,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-04-30,exports,4713.729,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-04-30,exports,1543.772,Other
Base Metals and articles or Base Metal,2006-04-30,exports,19174.638,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-04-30,exports,22351.716,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-04-30,exports,4276.798,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-04-30,exports,19753.482,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-04-30,exports,504.383,Other
Miscellaneous Manufactured articles,2006-04-30,exports,38278.35,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-04-30,exports,513.581,Other
Live Animals and Animals Products,2006-03-31,exports,17838.624,Live Animals and Animals Products
Vegetable Products,2006-03-31,exports,149260.936,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2006-03-31,exports,9301.997,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2006-03-31,exports,21878.732,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2006-03-31,exports,103402.251,Mineral Products
Products of Chemical or Allied Industries,2006-03-31,exports,34158.5,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-03-31,exports,28620.691,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-03-31,exports,100524.396,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2006-03-31,exports,497.751,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-03-31,exports,3877.652,Other
Textiles and Textile articles,2006-03-31,exports,843111.908,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-03-31,exports,15742.836,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-03-31,exports,8851.055,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-03-31,exports,929.894,Other
Base Metals and articles or Base Metal,2006-03-31,exports,19628.482,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-03-31,exports,16834.704,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-03-31,exports,3234.841,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-03-31,exports,19815.288,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-03-31,exports,2051.453,Other
Miscellaneous Manufactured articles,2006-03-31,exports,39250.472,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-03-31,exports,3188.978,Other
Live Animals and Animals Products,2006-02-28,exports,13678.85,Live Animals and Animals Products
Vegetable Products,2006-02-28,exports,118988.793,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2006-02-28,exports,8641.381,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2006-02-28,exports,18823.25,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2006-02-28,exports,70487.169,Mineral Products
Products of Chemical or Allied Industries,2006-02-28,exports,21759.513,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-02-28,exports,25467.911,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-02-28,exports,79601.557,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2006-02-28,exports,523.989,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-02-28,exports,5270.025,Other
Textiles and Textile articles,2006-02-28,exports,701970.666,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-02-28,exports,13921.504,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-02-28,exports,6461.223,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-02-28,exports,1239.833,Other
Base Metals and articles or Base Metal,2006-02-28,exports,13028.258,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-02-28,exports,12743.531,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-02-28,exports,2058.187,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-02-28,exports,17704.645,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-02-28,exports,422.718,Other
Miscellaneous Manufactured articles,2006-02-28,exports,34341.153,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-02-28,exports,871.854,Other
Live Animals and Animals Products,2006-01-31,exports,20510.266,Live Animals and Animals Products
Vegetable Products,2006-01-31,exports,124984,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2006-01-31,exports,8831.993,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2006-01-31,exports,15688.274,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2006-01-31,exports,63104.901,Mineral Products
Products of Chemical or Allied Industries,2006-01-31,exports,33706.105,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2006-01-31,exports,21013.747,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2006-01-31,exports,87197.344,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2006-01-31,exports,776.744,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2006-01-31,exports,3329.459,Other
Textiles and Textile articles,2006-01-31,exports,734531.251,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2006-01-31,exports,13179.503,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2006-01-31,exports,4702.581,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2006-01-31,exports,1453.099,Other
Base Metals and articles or Base Metal,2006-01-31,exports,15424.97,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2006-01-31,exports,16788.57,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2006-01-31,exports,2421.865,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2006-01-31,exports,15481.311,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2006-01-31,exports,431.234,Other
Miscellaneous Manufactured articles,2006-01-31,exports,36340.021,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2006-01-31,exports,314.724,Other
Live Animals and Animals Products,2005-12-31,exports,22089.006,Live Animals and Animals Products
Vegetable Products,2005-12-31,exports,127352.091,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-12-31,exports,11789.344,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-12-31,exports,15371.205,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-12-31,exports,80175.638,Mineral Products
Products of Chemical or Allied Industries,2005-12-31,exports,20845.329,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-12-31,exports,19443.056,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-12-31,exports,94520.164,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-12-31,exports,802.328,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-12-31,exports,3447.371,Other
Textiles and Textile articles,2005-12-31,exports,812624.702,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-12-31,exports,8605.531,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-12-31,exports,4805.763,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-12-31,exports,2418.593,Other
Base Metals and articles or Base Metal,2005-12-31,exports,17543.053,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-12-31,exports,26561.461,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-12-31,exports,2287.587,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-12-31,exports,18474.616,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-12-31,exports,648.889,Other
Miscellaneous Manufactured articles,2005-12-31,exports,34343.197,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-12-31,exports,1244.215,Other
Live Animals and Animals Products,2005-11-30,exports,23853.598,Live Animals and Animals Products
Vegetable Products,2005-11-30,exports,88480.217,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-11-30,exports,9913.42,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-11-30,exports,10307.272,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-11-30,exports,80858.503,Mineral Products
Products of Chemical or Allied Industries,2005-11-30,exports,15881.483,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-11-30,exports,11569.346,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-11-30,exports,95695.862,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-11-30,exports,1869.389,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-11-30,exports,4038.714,Other
Textiles and Textile articles,2005-11-30,exports,722277.638,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-11-30,exports,8119.286,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-11-30,exports,4393.85,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-11-30,exports,1261.778,Other
Base Metals and articles or Base Metal,2005-11-30,exports,12401.72,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-11-30,exports,13680.141,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-11-30,exports,2886.005,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-11-30,exports,15128.872,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-11-30,exports,550.549,Other
Miscellaneous Manufactured articles,2005-11-30,exports,33323.016,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-11-30,exports,1705.441,Other
Live Animals and Animals Products,2005-10-31,exports,19569.268,Live Animals and Animals Products
Vegetable Products,2005-10-31,exports,83944.309,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-10-31,exports,11160.981,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-10-31,exports,11879.799,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-10-31,exports,60581.222,Mineral Products
Products of Chemical or Allied Industries,2005-10-31,exports,18225.825,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-10-31,exports,16289.787,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-10-31,exports,96852.174,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-10-31,exports,635.357,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-10-31,exports,3098.816,Other
Textiles and Textile articles,2005-10-31,exports,804920.111,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-10-31,exports,10027.21,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-10-31,exports,3988.434,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-10-31,exports,1318.691,Other
Base Metals and articles or Base Metal,2005-10-31,exports,14695.92,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-10-31,exports,25834.349,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-10-31,exports,1856.667,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-10-31,exports,19403.141,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-10-31,exports,1875.767,Other
Miscellaneous Manufactured articles,2005-10-31,exports,35344.066,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-10-31,exports,461.851,Other
Live Animals and Animals Products,2005-09-30,exports,16473.9,Live Animals and Animals Products
Vegetable Products,2005-09-30,exports,87500.708,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-09-30,exports,8912.95,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-09-30,exports,14644.621,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-09-30,exports,78024.281,Mineral Products
Products of Chemical or Allied Industries,2005-09-30,exports,28229.521,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-09-30,exports,17509.585,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-09-30,exports,88642.458,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-09-30,exports,679.486,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-09-30,exports,4100.334,Other
Textiles and Textile articles,2005-09-30,exports,804435.744,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-09-30,exports,9296.682,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-09-30,exports,6640.649,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-09-30,exports,1458.359,Other
Base Metals and articles or Base Metal,2005-09-30,exports,19646.948,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-09-30,exports,19541.796,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-09-30,exports,1915.85,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-09-30,exports,18248.791,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-09-30,exports,415.223,Other
Miscellaneous Manufactured articles,2005-09-30,exports,39822.411,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-09-30,exports,368.649,Other
Live Animals and Animals Products,2005-08-31,exports,15786.612,Live Animals and Animals Products
Vegetable Products,2005-08-31,exports,90016.55,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-08-31,exports,8797.017,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-08-31,exports,11398.61,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-08-31,exports,72726.191,Mineral Products
Products of Chemical or Allied Industries,2005-08-31,exports,19346.513,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-08-31,exports,16719.629,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-08-31,exports,86728.505,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-08-31,exports,1169.452,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-08-31,exports,4801.198,Other
Textiles and Textile articles,2005-08-31,exports,796197.251,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-08-31,exports,12913.073,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-08-31,exports,4323.736,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-08-31,exports,754.008,Other
Base Metals and articles or Base Metal,2005-08-31,exports,18903.709,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-08-31,exports,21119.52,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-08-31,exports,2327.539,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-08-31,exports,17088.641,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-08-31,exports,256.183,Other
Miscellaneous Manufactured articles,2005-08-31,exports,39975.909,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-08-31,exports,2681.27,Other
Live Animals and Animals Products,2005-07-31,exports,12360.97,Live Animals and Animals Products
Vegetable Products,2005-07-31,exports,94577.42,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-07-31,exports,6013.162,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-07-31,exports,22111.685,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-07-31,exports,58515.54,Mineral Products
Products of Chemical or Allied Industries,2005-07-31,exports,29260.449,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-07-31,exports,22463.565,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-07-31,exports,69303.324,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-07-31,exports,850.894,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-07-31,exports,4150.578,Other
Textiles and Textile articles,2005-07-31,exports,709642.321,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-07-31,exports,8543.701,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-07-31,exports,7284.053,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-07-31,exports,828.942,Other
Base Metals and articles or Base Metal,2005-07-31,exports,14829.369,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-07-31,exports,13645.085,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-07-31,exports,2037.255,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-07-31,exports,15012.188,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-07-31,exports,817.502,Other
Miscellaneous Manufactured articles,2005-07-31,exports,34660.106,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-07-31,exports,1928.795,Other
Live Animals and Animals Products,2005-06-30,exports,18893.108,Live Animals and Animals Products
Vegetable Products,2005-06-30,exports,94684.114,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-06-30,exports,7170.396,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-06-30,exports,25981.663,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-06-30,exports,62425.447,Mineral Products
Products of Chemical or Allied Industries,2005-06-30,exports,23052.38,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-06-30,exports,24842.835,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-06-30,exports,75825.145,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-06-30,exports,1411.026,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-06-30,exports,4269.639,Other
Textiles and Textile articles,2005-06-30,exports,802909.994,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-06-30,exports,21904.861,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-06-30,exports,9000.379,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-06-30,exports,1215.379,Other
Base Metals and articles or Base Metal,2005-06-30,exports,15303.502,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-06-30,exports,20207.719,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-06-30,exports,2623.812,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-06-30,exports,19028.102,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-06-30,exports,2487.109,Other
Miscellaneous Manufactured articles,2005-06-30,exports,37632.409,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-06-30,exports,3358.566,Other
Live Animals and Animals Products,2005-05-31,exports,17959.07,Live Animals and Animals Products
Vegetable Products,2005-05-31,exports,113246.065,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-05-31,exports,5657.422,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-05-31,exports,18684.864,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-05-31,exports,52989.971,Mineral Products
Products of Chemical or Allied Industries,2005-05-31,exports,32805.99,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-05-31,exports,29353.336,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-05-31,exports,64411.867,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-05-31,exports,1700.816,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-05-31,exports,2424.575,Other
Textiles and Textile articles,2005-05-31,exports,687314.35,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-05-31,exports,9324.143,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-05-31,exports,5251.344,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-05-31,exports,1791.927,Other
Base Metals and articles or Base Metal,2005-05-31,exports,9822.4,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-05-31,exports,16304.733,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-05-31,exports,2248.651,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-05-31,exports,15782.199,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-05-31,exports,332.751,Other
Miscellaneous Manufactured articles,2005-05-31,exports,33632.917,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-05-31,exports,2624.873,Other
Live Animals and Animals Products,2005-04-30,exports,18085.04,Live Animals and Animals Products
Vegetable Products,2005-04-30,exports,106724.601,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-04-30,exports,5943.67,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-04-30,exports,27719.946,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-04-30,exports,61543.343,Mineral Products
Products of Chemical or Allied Industries,2005-04-30,exports,30477.882,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-04-30,exports,31522.635,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-04-30,exports,70974.928,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-04-30,exports,987.292,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-04-30,exports,3267.242,Other
Textiles and Textile articles,2005-04-30,exports,764814.026,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-04-30,exports,10313.162,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-04-30,exports,3521.57,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-04-30,exports,2403.763,Other
Base Metals and articles or Base Metal,2005-04-30,exports,14671.32,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-04-30,exports,21494.4,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-04-30,exports,2805.47,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-04-30,exports,15508.16,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-04-30,exports,1067.137,Other
Miscellaneous Manufactured articles,2005-04-30,exports,35853.383,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-04-30,exports,482.075,Other
Live Animals and Animals Products,2005-03-31,exports,15476.113,Live Animals and Animals Products
Vegetable Products,2005-03-31,exports,131288.76,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-03-31,exports,9164.921,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-03-31,exports,18997.23,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-03-31,exports,55933.453,Mineral Products
Products of Chemical or Allied Industries,2005-03-31,exports,35766.768,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-03-31,exports,30536.483,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-03-31,exports,68103.873,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-03-31,exports,1832.587,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-03-31,exports,3312.633,Other
Textiles and Textile articles,2005-03-31,exports,823721.295,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-03-31,exports,14208.439,Other
