series_name,date,trade_type,value,series_name2
Miscellaneous Manufactured articles,2011-07-31,exports,43364.947,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-07-31,exports,531.556,Other
Live Animals and Animals Products,2011-06-30,exports,56660.875,Live Animals and Animals Products
Vegetable Products,2011-06-30,exports,407363.971,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-06-30,exports,14874.653,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-06-30,exports,87553.331,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-06-30,exports,207892.316,Mineral Products
Products of Chemical or Allied Industries,2011-06-30,exports,41248.5,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-06-30,exports,54281.215,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-06-30,exports,112846.283,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-06-30,exports,4293.107,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-06-30,exports,9862.622,Other
Textiles and Textile articles,2011-06-30,exports,1382181.019,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-06-30,exports,9893.729,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-06-30,exports,13778.438,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-06-30,exports,11730.952,Other
Base Metals and articles or Base Metal,2011-06-30,exports,66467.527,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-06-30,exports,20640.619,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-06-30,exports,6259.916,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-06-30,exports,28757.264,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-06-30,exports,847.633,Other
Miscellaneous Manufactured articles,2011-06-30,exports,48164.467,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-06-30,exports,981.337,Other
Live Animals and Animals Products,2011-05-31,exports,50723.537,Live Animals and Animals Products
Vegetable Products,2011-05-31,exports,288018.632,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-05-31,exports,10425.857,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-05-31,exports,61917.095,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-05-31,exports,242575.187,Mineral Products
Products of Chemical or Allied Industries,2011-05-31,exports,37400.504,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-05-31,exports,55953.281,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-05-31,exports,101301.101,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-05-31,exports,3084.2,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-05-31,exports,8259.419,Other
Textiles and Textile articles,2011-05-31,exports,1225346.3,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-05-31,exports,6949.595,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-05-31,exports,12365.476,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-05-31,exports,20518.597,Other
Base Metals and articles or Base Metal,2011-05-31,exports,67994.889,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-05-31,exports,22608.298,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-05-31,exports,5762.035,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-05-31,exports,25422.85,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-05-31,exports,378.915,Other
Miscellaneous Manufactured articles,2011-05-31,exports,41850.438,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-05-31,exports,313.886,Other
Live Animals and Animals Products,2011-04-30,exports,49452.791,Live Animals and Animals Products
Vegetable Products,2011-04-30,exports,366106.618,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-04-30,exports,12274.695,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-04-30,exports,69074.58,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-04-30,exports,259639.428,Mineral Products
Products of Chemical or Allied Industries,2011-04-30,exports,36002.899,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-04-30,exports,54364.254,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-04-30,exports,91435.334,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-04-30,exports,4042.355,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-04-30,exports,6343.997,Other
Textiles and Textile articles,2011-04-30,exports,1226066.585,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-04-30,exports,10819.85,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-04-30,exports,11563.345,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-04-30,exports,17936.963,Other
Base Metals and articles or Base Metal,2011-04-30,exports,35723.637,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-04-30,exports,30283.018,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-04-30,exports,7142.503,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-04-30,exports,29519.969,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-04-30,exports,6253.42,Other
Miscellaneous Manufactured articles,2011-04-30,exports,42590.17,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-04-30,exports,162.089,Other
Live Animals and Animals Products,2011-03-31,exports,48840.7,Live Animals and Animals Products
Vegetable Products,2011-03-31,exports,436586.57,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-03-31,exports,12128.616,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-03-31,exports,83698.966,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-03-31,exports,255057.875,Mineral Products
Products of Chemical or Allied Industries,2011-03-31,exports,40216.586,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-03-31,exports,52504.316,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-03-31,exports,102494.11,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-03-31,exports,5474.209,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-03-31,exports,8297.298,Other
Textiles and Textile articles,2011-03-31,exports,1325674.79,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-03-31,exports,11995.768,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-03-31,exports,11169.804,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-03-31,exports,28457.28,Other
Base Metals and articles or Base Metal,2011-03-31,exports,44146,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-03-31,exports,27278.838,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-03-31,exports,7492.086,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-03-31,exports,28731.036,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-03-31,exports,820.444,Other
Miscellaneous Manufactured articles,2011-03-31,exports,48319.065,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-03-31,exports,432.74,Other
Live Animals and Animals Products,2011-02-28,exports,33438.913,Live Animals and Animals Products
Vegetable Products,2011-02-28,exports,303971.756,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-02-28,exports,7099.631,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-02-28,exports,41673.949,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-02-28,exports,221909.088,Mineral Products
Products of Chemical or Allied Industries,2011-02-28,exports,28223.056,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-02-28,exports,36471.982,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-02-28,exports,89066.701,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-02-28,exports,2559.271,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-02-28,exports,7260.974,Other
Textiles and Textile articles,2011-02-28,exports,1070504.308,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-02-28,exports,9847.804,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-02-28,exports,8593.115,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-02-28,exports,10906.179,Other
Base Metals and articles or Base Metal,2011-02-28,exports,56720.801,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-02-28,exports,19098.255,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-02-28,exports,6387.185,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-02-28,exports,24875.25,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-02-28,exports,1568.352,Other
Miscellaneous Manufactured articles,2011-02-28,exports,37569.923,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-02-28,exports,426.209,Other
Live Animals and Animals Products,2011-01-31,exports,35266.041,Live Animals and Animals Products
Vegetable Products,2011-01-31,exports,280003.285,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2011-01-31,exports,5746.136,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2011-01-31,exports,32914.377,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2011-01-31,exports,215111.728,Mineral Products
Products of Chemical or Allied Industries,2011-01-31,exports,34252.225,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2011-01-31,exports,40215.792,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2011-01-31,exports,86612.345,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2011-01-31,exports,4961.093,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2011-01-31,exports,5486.858,Other
Textiles and Textile articles,2011-01-31,exports,1023568.559,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2011-01-31,exports,5463.232,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2011-01-31,exports,10763.565,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2011-01-31,exports,21079.671,Other
Base Metals and articles or Base Metal,2011-01-31,exports,37533.896,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2011-01-31,exports,19191.061,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2011-01-31,exports,5174.365,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2011-01-31,exports,21071.123,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2011-01-31,exports,662.61,Other
Miscellaneous Manufactured articles,2011-01-31,exports,33046.355,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2011-01-31,exports,284.41,Other
Live Animals and Animals Products,2010-12-31,exports,40273.921,Live Animals and Animals Products
Vegetable Products,2010-12-31,exports,240638.973,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-12-31,exports,8662.191,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-12-31,exports,34954.148,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-12-31,exports,211125.1,Mineral Products
Products of Chemical or Allied Industries,2010-12-31,exports,38071.968,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-12-31,exports,62239.152,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-12-31,exports,87880.386,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-12-31,exports,5215.161,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-12-31,exports,7928.045,Other
Textiles and Textile articles,2010-12-31,exports,1103903.965,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-12-31,exports,5424.71,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-12-31,exports,10423.877,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-12-31,exports,5594.194,Other
Base Metals and articles or Base Metal,2010-12-31,exports,53640.104,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-12-31,exports,20106.671,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-12-31,exports,5790.101,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-12-31,exports,25912.383,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-12-31,exports,2809.23,Other
Miscellaneous Manufactured articles,2010-12-31,exports,39666.54,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-12-31,exports,2818.104,Other
Live Animals and Animals Products,2010-11-30,exports,37493.202,Live Animals and Animals Products
Vegetable Products,2010-11-30,exports,184938.018,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-11-30,exports,9690.135,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-11-30,exports,34038.282,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-11-30,exports,167575.326,Mineral Products
Products of Chemical or Allied Industries,2010-11-30,exports,37518.278,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-11-30,exports,37737.314,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-11-30,exports,98498.96,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-11-30,exports,2424.444,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-11-30,exports,5979.997,Other
Textiles and Textile articles,2010-11-30,exports,1064473.373,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-11-30,exports,4992.989,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-11-30,exports,11847.608,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-11-30,exports,2080.654,Other
Base Metals and articles or Base Metal,2010-11-30,exports,58595.715,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-11-30,exports,15103.944,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-11-30,exports,4124.932,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-11-30,exports,26436.208,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-11-30,exports,371.624,Other
Miscellaneous Manufactured articles,2010-11-30,exports,30702.949,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-11-30,exports,313.557,Other
Live Animals and Animals Products,2010-10-31,exports,37117.346,Live Animals and Animals Products
Vegetable Products,2010-10-31,exports,168548.618,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-10-31,exports,7542.264,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-10-31,exports,40155.872,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-10-31,exports,153697.408,Mineral Products
Products of Chemical or Allied Industries,2010-10-31,exports,32593.793,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-10-31,exports,39073.644,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-10-31,exports,82314.035,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-10-31,exports,3025.868,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-10-31,exports,7379.738,Other
Textiles and Textile articles,2010-10-31,exports,1002675.845,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-10-31,exports,5666.117,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-10-31,exports,8757.83,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-10-31,exports,8184.759,Other
Base Metals and articles or Base Metal,2010-10-31,exports,57915.349,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-10-31,exports,14868.89,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-10-31,exports,5794.557,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-10-31,exports,23353.899,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-10-31,exports,296.767,Other
Miscellaneous Manufactured articles,2010-10-31,exports,39898.263,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-10-31,exports,624.912,Other
Live Animals and Animals Products,2010-09-30,exports,31878.112,Live Animals and Animals Products
Vegetable Products,2010-09-30,exports,189163.12,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-09-30,exports,9004.807,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-09-30,exports,35348.805,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-09-30,exports,136291.063,Mineral Products
Products of Chemical or Allied Industries,2010-09-30,exports,32789.73,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-09-30,exports,39582.605,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-09-30,exports,91188.694,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-09-30,exports,2573.037,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-09-30,exports,5270.049,Other
Textiles and Textile articles,2010-09-30,exports,936946.35,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-09-30,exports,8978.009,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-09-30,exports,9795.427,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-09-30,exports,28541.939,Other
Base Metals and articles or Base Metal,2010-09-30,exports,56045.686,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-09-30,exports,17753.794,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-09-30,exports,5974.086,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-09-30,exports,27425.086,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-09-30,exports,778.897,Other
Miscellaneous Manufactured articles,2010-09-30,exports,42549.531,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-09-30,exports,225.486,Other
Live Animals and Animals Products,2010-08-31,exports,26217.467,Live Animals and Animals Products
Vegetable Products,2010-08-31,exports,212922.947,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-08-31,exports,16471.645,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-08-31,exports,38714.965,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-08-31,exports,174213.615,Mineral Products
Products of Chemical or Allied Industries,2010-08-31,exports,31895.177,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-08-31,exports,33794.259,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-08-31,exports,87406.825,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-08-31,exports,2343.432,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-08-31,exports,4893.478,Other
Textiles and Textile articles,2010-08-31,exports,973364.421,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-08-31,exports,7752.227,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-08-31,exports,6436.717,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-08-31,exports,8027.156,Other
Base Metals and articles or Base Metal,2010-08-31,exports,59606.108,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-08-31,exports,54222.48,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-08-31,exports,5043.168,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-08-31,exports,27441.394,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-08-31,exports,812.336,Other
Miscellaneous Manufactured articles,2010-08-31,exports,41791.357,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-08-31,exports,219.488,Other
Live Animals and Animals Products,2010-07-31,exports,30052.673,Live Animals and Animals Products
Vegetable Products,2010-07-31,exports,221748.209,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-07-31,exports,8537.34,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-07-31,exports,30862.298,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-07-31,exports,183440.663,Mineral Products
Products of Chemical or Allied Industries,2010-07-31,exports,37214.286,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-07-31,exports,40183.236,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-07-31,exports,85336.809,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-07-31,exports,2548.153,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-07-31,exports,5248.108,Other
Textiles and Textile articles,2010-07-31,exports,893851.729,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-07-31,exports,6146.351,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-07-31,exports,8836.383,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-07-31,exports,2546.603,Other
Base Metals and articles or Base Metal,2010-07-31,exports,47399.889,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-07-31,exports,19492.116,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-07-31,exports,7485.862,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-07-31,exports,23094.052,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-07-31,exports,885.491,Other
Miscellaneous Manufactured articles,2010-07-31,exports,43796.055,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-07-31,exports,1350.382,Other
Live Animals and Animals Products,2010-06-30,exports,32032.019,Live Animals and Animals Products
Vegetable Products,2010-06-30,exports,235152.21,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-06-30,exports,9689.568,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-06-30,exports,53405.381,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-06-30,exports,172043.447,Mineral Products
Products of Chemical or Allied Industries,2010-06-30,exports,40243.207,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-06-30,exports,34317.087,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-06-30,exports,90667.887,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-06-30,exports,2282.026,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-06-30,exports,5946.681,Other
Textiles and Textile articles,2010-06-30,exports,970436.543,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-06-30,exports,6949.846,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-06-30,exports,9712.039,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-06-30,exports,2659.601,Other
Base Metals and articles or Base Metal,2010-06-30,exports,46887.145,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-06-30,exports,17618.527,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-06-30,exports,6415.064,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-06-30,exports,25231.938,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-06-30,exports,1326.138,Other
Miscellaneous Manufactured articles,2010-06-30,exports,47929.836,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-06-30,exports,1176.31,Other
Live Animals and Animals Products,2010-05-31,exports,29761.198,Live Animals and Animals Products
Vegetable Products,2010-05-31,exports,233049.94,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-05-31,exports,8116.271,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-05-31,exports,62107.003,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-05-31,exports,190098.086,Mineral Products
Products of Chemical or Allied Industries,2010-05-31,exports,37782.849,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-05-31,exports,41500.096,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-05-31,exports,71636.669,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-05-31,exports,2348.367,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-05-31,exports,4389.908,Other
Textiles and Textile articles,2010-05-31,exports,855932.205,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-05-31,exports,6384.378,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-05-31,exports,6109.634,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-05-31,exports,2657.732,Other
Base Metals and articles or Base Metal,2010-05-31,exports,47347.006,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-05-31,exports,18089.261,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-05-31,exports,4168.364,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-05-31,exports,20239.198,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-05-31,exports,2653.973,Other
Miscellaneous Manufactured articles,2010-05-31,exports,43772.65,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-05-31,exports,239.409,Other
Live Animals and Animals Products,2010-04-30,exports,32734.075,Live Animals and Animals Products
Vegetable Products,2010-04-30,exports,257486.222,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-04-30,exports,7892.189,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-04-30,exports,36384.936,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-04-30,exports,177471.445,Mineral Products
