series_name,date,trade_type,value,series_name2
"Arms and Ammunition, Parts and Acces.sories thereof",2022-04-30,imports,4079.22,Other
Miscellaneous Manufactured articles,2022-04-30,imports,24461.457,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-04-30,imports,213119.138,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2022-03-31,imports,8727.32,Other
Vegetable Products,2022-03-31,imports,326076.437,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2022-03-31,imports,370428.524,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2022-03-31,imports,46368.626,Other
Mineral Products,2022-03-31,imports,1803471.425,Mineral Products
Products of Chemical or Allied Industries,2022-03-31,imports,691484.584,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-03-31,imports,337821.456,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-03-31,imports,6080.521,Other
Wood and articles of Wood,2022-03-31,imports,17775.228,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-03-31,imports,72267.125,Other
Textiles and Textile articles,2022-03-31,imports,599918.001,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-03-31,imports,3765.472,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-03-31,imports,20881.881,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-03-31,imports,648.957,Other
Base Metals and articles or Base Metal,2022-03-31,imports,450262.155,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-03-31,imports,832742.013,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-03-31,imports,350375.26,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-03-31,imports,118235.021,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-03-31,imports,1672.824,Other
Miscellaneous Manufactured articles,2022-03-31,imports,28385.758,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-03-31,imports,240816.326,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2022-02-28,imports,13512.153,Other
Vegetable Products,2022-02-28,imports,331408.876,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2022-02-28,imports,252678.486,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2022-02-28,imports,37272.365,Other
Mineral Products,2022-02-28,imports,1500251.236,Mineral Products
Products of Chemical or Allied Industries,2022-02-28,imports,568450.695,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-02-28,imports,267218.461,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-02-28,imports,5698.401,Other
Wood and articles of Wood,2022-02-28,imports,17795.964,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-02-28,imports,75651.974,Other
Textiles and Textile articles,2022-02-28,imports,426468.538,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-02-28,imports,4921.734,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-02-28,imports,21231.366,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-02-28,imports,1308.847,Other
Base Metals and articles or Base Metal,2022-02-28,imports,445028.354,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-02-28,imports,733298.472,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-02-28,imports,261321.446,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-02-28,imports,64018.999,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-02-28,imports,1257.133,Other
Miscellaneous Manufactured articles,2022-02-28,imports,27371.307,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-02-28,imports,190227.464,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2022-01-31,imports,16435.238,Other
Vegetable Products,2022-01-31,imports,399942.864,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2022-01-31,imports,306169.461,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2022-01-31,imports,49932.696,Other
Mineral Products,2022-01-31,imports,1310511.093,Mineral Products
Products of Chemical or Allied Industries,2022-01-31,imports,660411.138,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2022-01-31,imports,269188.754,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2022-01-31,imports,4641.982,Other
Wood and articles of Wood,2022-01-31,imports,18594.404,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2022-01-31,imports,65591.17,Other
Textiles and Textile articles,2022-01-31,imports,420825.477,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2022-01-31,imports,4964.626,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2022-01-31,imports,26758.941,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2022-01-31,imports,3744.937,Other
Base Metals and articles or Base Metal,2022-01-31,imports,458336.023,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2022-01-31,imports,856707.211,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2022-01-31,imports,330596.864,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2022-01-31,imports,55935.621,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2022-01-31,imports,4659.522,Other
Miscellaneous Manufactured articles,2022-01-31,imports,32106.381,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2022-01-31,imports,180357.064,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2021-12-31,imports,12372.541,Other
Vegetable Products,2021-12-31,imports,432750.682,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-12-31,imports,344120.23,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-12-31,imports,54216.004,Other
Mineral Products,2021-12-31,imports,1682031.806,Mineral Products
Products of Chemical or Allied Industries,2021-12-31,imports,623979.188,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-12-31,imports,370738.658,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-12-31,imports,4857.211,Other
Wood and articles of Wood,2021-12-31,imports,15545.76,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-12-31,imports,80021.413,Other
Textiles and Textile articles,2021-12-31,imports,483740.436,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-12-31,imports,3363.305,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-12-31,imports,24841.591,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-12-31,imports,430.184,Other
Base Metals and articles or Base Metal,2021-12-31,imports,589154.755,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-12-31,imports,905965.837,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-12-31,imports,328835.026,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-12-31,imports,71908.264,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-12-31,imports,4087.565,Other
Miscellaneous Manufactured articles,2021-12-31,imports,33979.261,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-12-31,imports,77551.793,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2021-11-30,imports,14796.632,Other
Vegetable Products,2021-11-30,imports,343530.325,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-11-30,imports,262170.422,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-11-30,imports,109515.895,Other
Mineral Products,2021-11-30,imports,1852055.991,Mineral Products
Products of Chemical or Allied Industries,2021-11-30,imports,675064.396,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-11-30,imports,419117.598,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-11-30,imports,4764.755,Other
Wood and articles of Wood,2021-11-30,imports,13941.487,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-11-30,imports,83056.526,Other
Textiles and Textile articles,2021-11-30,imports,472269.96,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-11-30,imports,4570.666,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-11-30,imports,22307.239,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-11-30,imports,458.565,Other
Base Metals and articles or Base Metal,2021-11-30,imports,593091.481,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-11-30,imports,774083.25,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-11-30,imports,293670.271,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-11-30,imports,62715.424,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-11-30,imports,2203.455,Other
Miscellaneous Manufactured articles,2021-11-30,imports,31823.75,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-11-30,imports,176454.06,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2021-10-31,imports,10713.795,Other
Vegetable Products,2021-10-31,imports,309706.683,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-10-31,imports,296807.176,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-10-31,imports,123000.453,Other
Mineral Products,2021-10-31,imports,1757151.241,Mineral Products
Products of Chemical or Allied Industries,2021-10-31,imports,638530.979,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-10-31,imports,307808.895,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-10-31,imports,4400.819,Other
Wood and articles of Wood,2021-10-31,imports,10437.861,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-10-31,imports,59483.413,Other
Textiles and Textile articles,2021-10-31,imports,422291.163,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-10-31,imports,3967.378,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-10-31,imports,18974.161,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-10-31,imports,802.099,Other
Base Metals and articles or Base Metal,2021-10-31,imports,545653.166,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-10-31,imports,690315.134,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-10-31,imports,323551.907,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-10-31,imports,64884.379,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-10-31,imports,1133.14,Other
Miscellaneous Manufactured articles,2021-10-31,imports,24053.186,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-10-31,imports,115740.091,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2021-09-30,imports,6633.31,Other
Vegetable Products,2021-09-30,imports,343784.059,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2021-09-30,imports,324047.437,"Animal or Vegetable Fats, Oils and Waxes"
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2021-09-30,imports,41505.034,Other
Mineral Products,2021-09-30,imports,1752962.474,Mineral Products
Products of Chemical or Allied Industries,2021-09-30,imports,578546.069,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2021-09-30,imports,305055.581,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2021-09-30,imports,3309.905,Other
Wood and articles of Wood,2021-09-30,imports,13682.466,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2021-09-30,imports,66600.954,Other
Textiles and Textile articles,2021-09-30,imports,502431.597,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2021-09-30,imports,4353.127,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2021-09-30,imports,18536.088,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2021-09-30,imports,312.999,Other
Base Metals and articles or Base Metal,2021-09-30,imports,540752.75,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2021-09-30,imports,702590.21,Machinery and Mechanical Appliances
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2021-09-30,imports,341308.184,"Vehicles, Aircraft, Vessels and Associated Transport Equipment"
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2021-09-30,imports,62625.479,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2021-09-30,imports,1154.834,Other
Miscellaneous Manufactured articles,2021-09-30,imports,25478.068,Other
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2021-09-30,imports,214952.112,"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES"
Live Animals and Animals Products,2021-08-31,imports,6579.942,Other
Vegetable Products,2021-08-31,imports,314308.875,Vegetable Products
